CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 1 DEL ESTABLECIMIENTO,TELEFONO 2 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 2 DEL ESTABLECIMIENTO,FECHA DE CONSTRUCCION,FECHA DE INICIO DE OPERACION,CLAVE UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA ESPECIFICA,UNIDAD MOVIL MODELO,CLAVE UNIDAD MOVIL PROGRAMA,UNIDAD MOVIL PROGRAMA,CLAVE UNIDAD MOVIL TIPO,UNIDAD MOVIL TIPO,CLAVE UNIDAD MOVIL TIPOLOGIA,UNIDAD MOVIL TIPOLOGIA,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO,COMENTARIOS DE LA VALIDACION,CLAVE MOTIVO BAJA,MOTIVO BAJA,FECHA EFECTIVA DE BAJA
CSIMB000303,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,12,BERRIOZABAL,1,BERRIOZABAL,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,I,URBANO DE 06 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD URBANO BERRIOZABAL,CENTRO DE SALUD URBANO BERRIOZABAL,3.0,AVENIDA,PRIMERA SUR ORIENTE,SIN NUMERO  ,,3.0,BARRIO,LINDA VISTA,29130.0,,1,EN OPERACION,ISA961203QN5,9616560388,,,,16/03/1993,16/03/1993,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,5.0,OTRO,16.797861,-93.2662795,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000315,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,14,EL BOSQUE,1,EL BOSQUE,5,PICHUCALCO,1,DE CONSULTA EXTERNA,E,URBANO DE 02 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,CENTRO DE SALUD EL BOSQUE,CENTRO DE SALUD EL BOSQUE,5.0,CALLE,PROGRESO,SIN NUMERO  ,,3.0,BARRIO,SAN RAMON,29840.0,PROGRESO S/N. ATRAS DE LA ESCUELA FEDERA,1,EN OPERACION,ISA961203QN5,9611971855,,,,,,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,5.0,OTRO,17.063288,-92.719797,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000320,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,14,EL BOSQUE,16,CHABAJEBAL,5,PICHUCALCO,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,CENTRO DE SALUD CHAVAJEVAL,CENTRO DE SALUD CHAVAJEVAL,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,3.0,BARRIO,CENTRO,29840.0,A LADO DE LA CASA EJIDAL,1,EN OPERACION,ISA961203QN5,9196702957,,,,,,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,17.047466,-92.685221,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000332,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,14,EL BOSQUE,80,LAS DELICIAS,5,PICHUCALCO,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,UNIDADE MEDICA MOVIL LAS DELICIAS,UNIDADE MEDICA MOVIL LAS DELICIAS,24.0,CARRETERA,PUERTO CATE A SIMOJOVEL 079,SIN NUMERO  ,,27.0,RANCHERÍA,UNION TIERRA TZOLTZIL,29844.0,CASA EJIDAL DE LA COMUNIDAD,1,EN OPERACION,ISA961203QN5,9191432948,,,,,,17.0,FORD,NE,9999.0,OTRA,OTRA,OTRA,UMM OTRA,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.014393,-92.78493,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000344,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,16,CATAZAJA,1,CATAZAJA,6,PALENQUE,1,DE CONSULTA EXTERNA,Z,CENTRO DE SALUD CON HOSPITALIZACIÓN,99,NO ESPECIFICADO,PLAYAS DE CATAZAJÁ,PLAYAS DE CATAZAJÁ,3.0,AVENIDA,TUXTLA GUTIERREZ,SIN NUMERO  ,,7.0,COLONIA,CENTRO,29980.0,AV. TUXTLA GUTIÉRREZ S/N,1,EN OPERACION,ISA961203QN5,,,,,,,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,5.0,OTRO,17.723576,-92.011952,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000356,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,16,CATAZAJA,4,BOCA DEL RIO CHICO,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,BOCA DEL RÍO CHICO,BOCA DEL RÍO CHICO,23.0,CAMINO,SIN NOMBRE,SIN NUMERO  ,,13.0,EJIDO,BOCA DEL RIO CHICO,29984.0,A LA PAR DEL RIO,1,EN OPERACION,ISA961203QN5,,,,,,,99.0,OTRO,NE,9999.0,OTRA,OTRA,OTRA,UMM OTRA,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.877759,-91.959715,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000361,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,16,CATAZAJA,250,EL ROSARIO,6,PALENQUE,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,C.S. VILLA FRACCIONAMIENTO EL ROSARIO,C.S. VILLA FRACCIONAMIENTO EL ROSARIO,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,13.0,EJIDO,EL ROSARIO,29984.0,AL LADO DE LA IGLESIA,1,EN OPERACION,ISA961203QN5,9343414735,,,,,01/02/2001,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,17.8064,-92.1001,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000373,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,1,CINTALAPA DE FIGUEROA,1,TUXTLA GUTIERREZ,2,DE HOSPITALIZACIÓN,N,HOSPITAL INTEGRAL (COMUNITARIO),99,NO ESPECIFICADO,H. B. C. DE CINTALAPA DE FIGUEROA,H. B. C. DE CINTALAPA DE FIGUEROA,4.0,BOULEVARD,RODULFO FIGUEROA,SIN NUMERO  ,,7.0,COLONIA,URBANA,30400.0,BLVD. RODULFO FIGUEROA Y AV. MIGUEL HIDALGO,1,EN OPERACION,ISA961203QN5,9686842809,,,,09/12/1999,09/12/1999,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,16.681323,-93.730085,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000385,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,51,FRANCISCO I. MADERO,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,FCO. I. MADERO,FCO. I. MADERO,5.0,CALLE,FRANCISCO I. MADERO,SIN NUMERO  ,,7.0,COLONIA,FRANCISCO I. MADERO,30429.0,AV. CENTRAL Y 13 OTE. SUR S/N,1,EN OPERACION,ISA961203QN5,9686895241,,,,,01/05/1979,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.8028,-93.7571,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000390,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,81,NUEVA TENOCHTITLAN (RIZO DE ORO),1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,CS. 1 NUEVA TENOCHTITLAN,CS. 1 NUEVA TENOCHTITLAN,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,7.0,COLONIA,NUEVA TENOCHTITLAN (RIZO DE ORO),30425.0,"NUEVA TENOCHTITLAN, CINTALAPA",1,EN OPERACION,ISA961203QN5,,,,,,01/01/1977,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.4769,-94.0829,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000402,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,95,POMPOSO CASTELLANOS,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,POMPOSO CASTELLANOS,POMPOSO CASTELLANOS,3.0,AVENIDA,SEGUNDA NORTE PONIENTE,SIN NUMERO  ,,7.0,COLONIA,POMPOSO CASTELLANOS,30417.0,AV. 2A. NTE. PONIENTE ENTRE CALLE CENTRAL NTE.,1,EN OPERACION,ISA961203QN5,9686842067,,,,,01/05/2000,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.59213,-93.86714,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000414,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,439,INGENIERO ELOY BORRAS AGUILAR,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,ELOY BORRAS AGUILAR,ELOY BORRAS AGUILAR,5.0,CALLE,CUARTA PONIENTE,420,,7.0,COLONIA,ELOY BORRAS,30417.0,CONOCIDO,1,EN OPERACION,ISA961203QN5,9686842130,,,,,,43.0,NISSAN,NE,9999.0,OTRA,OTRA,OTRA,UMM OTRA,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.634095,-93.94177,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000426,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,157,VISTA HERMOSA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,VISTAHERMOSA,VISTAHERMOSA,5.0,CALLE,VISTA HERMOSA,SIN NUMERO  ,,7.0,COLONIA,VISTA HERMOSA,30420.0,PENDIENTE,1,EN OPERACION,ISA961203QN5,,,,,,01/01/2001,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.518611,-93.961944,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000431,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,318,PIMIENTA BERLIN,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,PIMIENTA BERLÍN,PIMIENTA BERLÍN,5.0,CALLE,CUARTA PONIENTE,420  ,,7.0,COLONIA,PIMIENTA BERLIN,30400.0,4TA. PONIENTE Y 5TA. SUR NO. 420,1,EN OPERACION,ISA961203QN5,9686842130,,,,,,99.0,OTRO,NE,9999.0,OTRA,OTRA,OTRA,UMM OTRA,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.75014,-93.666927,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000443,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,650,EMILIANO ZAPATA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,EMILIANO ZAPATA,EMILIANO ZAPATA,24.0,CARRETERA,SAYULA,SIN NUMERO  ,,13.0,EJIDO,EMILIANO ZAPATA,30424.0,EMILIANO ZAPATA CINTALAPA CHIAPAS,1,EN OPERACION,ISA961203QN5,,,,,,01/06/2001,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.867102,-93.685196,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000455,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,18,COAPILLA,13,BUENAVISTA (MATASANOS),1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,LIC. BUENAVISTA MATA SANOS,LIC. BUENAVISTA MATA SANOS,5.0,CALLE,,SIN NUMERO  ,,7.0,COLONIA,BUENAVISTA MATASANOS,29653.0,NO DISPONIBLE,1,EN OPERACION,ISA961203QN5,,,,,,01/05/2000,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,17.1093,-93.0671,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000460,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,2,DE HOSPITALIZACIÓN,M,HOSPITAL GENERAL,99,NO ESPECIFICADO,HOSPITAL GENERAL MARÍA IGNACIA GANDULFO COMITAN,HOSPITAL GENERAL MARÍA IGNACIA GANDULFO COMITAN,5.0,CALLE,9A. SUR ORIENTE,11,,3.0,BARRIO,SAN SEBASTIÁN,30029.0,,1,EN OPERACION,ISA961203QN5,9636320135,,,,12/12/1999,12/06/1974,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,2,SEGUNDO NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,16.246124,-92.129627,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000472,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,S,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,99,NO ESPECIFICADO,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,3.0,AVENIDA,7A. SUR ORIENTE,3  ,,3.0,BARRIO,SAN SEBASTIAN,30029.0,7A.SUR ORIENTE NO. 3,1,EN OPERACION,ISA961203QN5,9636320164,,,,31/12/1999,31/01/1963,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,16.24791,-92.131491,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000484,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,89,PRIMERO DE MAYO,3,COMITÁN,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,PRIMERO DE MAYO,PRIMERO DE MAYO,23.0,CAMINO,SIN NOMBRE,SIN NUMERO  ,,27.0,RANCHERÍA,PRIMERO DE MAYO,30107.0,NO DISPONIBLE,1,EN OPERACION,ISA961203QN5,9636335188,,,,,01/03/2000,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.283906,-92.03085,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000496,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,296,SANTA ROSALIA,3,COMITÁN,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,STA. ROSALÍA,STA. ROSALÍA,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,27.0,RANCHERÍA,SANTA ROSALÍA,30101.0,NO DISPONIBLE,1,EN OPERACION,ISA961203QN5,,,,,,01/08/1992,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,4.0,REHABILITACION,1.0,PROPIO,16.474987,-92.247488,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000501,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,20,LA CONCORDIA,1,LA CONCORDIA,4,VILLAFLORES,1,DE CONSULTA EXTERNA,Z,CENTRO DE SALUD CON HOSPITALIZACIÓN,99,NO ESPECIFICADO,NUEVA CONCORDIA,NUEVA CONCORDIA,5.0,CALLE,PRIMERA ORIENTE,SIN NUMERO  ,,7.0,COLONIA,CENTRO,30360.0,1A. ORIENTE Y 2A. NORTE S/N CENTRO,1,EN OPERACION,ISA961203QN5,9611513263,,,,,01/01/1973,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,5.0,OTRO,16.117606,-92.687422,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000513,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,20,LA CONCORDIA,3,BENITO JUAREZ,4,VILLAFLORES,1,DE CONSULTA EXTERNA,D,URBANO DE 01 NÚCLEOS BÁSICOS,99,NO ESPECIFICADO,BENITO JUÁREZ,BENITO JUÁREZ,24.0,CARRETERA,ANGEL ALBINO CORZO,SIN NUMERO  ,,7.0,COLONIA,BENITO JUAREZ,30363.0,CARR.INDEP.-JALTENANGO ENTRADA A LA COL.,1,EN OPERACION,ISA961203QN5,9936550218,,9936550219.0,,,01/01/1985,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,5.0,OTRO,16.044372,-92.816966,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000525,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,20,LA CONCORDIA,12,DOLORES JALTENANGO,4,VILLAFLORES,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,DOLORES JALTENANGO,DOLORES JALTENANGO,5.0,CALLE,,SIN NUMERO  ,,13.0,EJIDO,DOLORES JALTENGO,30365.0,CALLE PRINCIPAL S/N A UN COSTADO DEL PQU,1,EN OPERACION,ISA961203QN5,2001238577,,,,,01/03/2000,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,15.89712,-92.77776,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000530,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,20,LA CONCORDIA,16,GUADALUPE VICTORIA,4,VILLAFLORES,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,GUADALUPE VICTORIA,GUADALUPE VICTORIA,3.0,AVENIDA,SEGUNDA SUR ORIENTE,SIN NUMERO  ,,25.0,PUEBLO,GUADALUPE VICTORIA,30362.0,LADO ORIENTE DE LA COLONIA,1,EN OPERACION,ISA961203QN5,9616109617,,,,,01/02/2000,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.013208,-92.897191,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB000542,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,20,LA CONCORDIA,29,REFORMA,4,VILLAFLORES,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,REFORMA,REFORMA,3.0,AVENIDA,1A. SUR,SIN NUMERO  ,,27.0,RANCHERÍA,REFORMA,30369.0,FRENTE AL PARQUE CENTRAL DE LA COLONIA,1,EN OPERACION,ISA961203QN5,2001238477,,,,,01/02/2001,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,15.918657,-92.664423,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
